Ticker,最新价,公司主营,市值,1日涨幅,5日涨幅,20日涨幅,连涨天数,成交量倍数,20日平均成交额,距离52周高点,信号
KURA,10.09,,,0.015090601462460551,0.08728453048751983,-0.0734619068423984,6,3.9938545682775937,10938677.10105896,-0.16886327287975778,连续5天上涨
CLBK,11.71,,,0.005150250779516252,0.08727943736582588,0.17100000381469727,2,0.5992003482904377,118616588.90921879,0.0,20日新高
TNK,83.54,,,0.03276055811440681,0.087186893097847,0.16679984821672234,3,1.177827893175074,25749634.330329895,0.0,20日新高
VSNT,38.91,,,0.027462396220236274,0.0871751565262231,0.0799334211959537,2,0.8880517710804763,68130601.0656929,-0.16286972862513727,20日新高
PAR,18.61,,,0.0390843533725993,0.08703269264470914,0.10248824263012546,2,0.9568691547360489,15276529.268255234,-0.6592199157232026,20日新高
DAR,65.74,,,0.0364180600264834,0.08643198954403486,0.07453412121359504,2,0.6795136411914839,134836794.0569687,0.0,20日新高
OBDC,11.91,,,0.020565532951939858,0.08568820031924185,0.07297292235183983,2,1.7181676587336467,47355264.829092026,-0.06430945982091685,20日新高
ARMK,61.11,,,0.012593242012365113,0.08524239247021725,0.072293363933019,1,0.9624973802471563,154473821.5679741,0.0,20日新高
KYMR,114.42,,,0.003420147275483787,0.08475535198609818,0.0026287716013244644,7,0.8508345549923167,61779300.0302124,-0.04130708310184661,连续5天上涨
ASML,1847.9,,,0.02089978799026948,0.08421295241530369,0.03665250063190073,3,0.7160754314282152,2931761010.831909,-0.06994434041542985,20日新高
NICE,105.25,,,0.06787746151707297,0.08382246255264403,0.04280193878690275,1,1.1839599859648158,71437229.31526184,-0.3140641402153812,20日新高
CVE,30.6,,,0.01425257885609521,0.08318585421131774,0.12376059110857507,4,0.6973153232008864,213064447.39058495,-0.032361916326201445,20日新高
GPCR,54.7,,,0.014654070075373449,0.08252527378550245,0.10237811246284378,8,0.763169120504296,28916944.344825745,-0.41678217049805333,连续5天上涨 / 20日新高
NRIX,27.19,,,0.021028966989832032,0.08240444369696087,0.14004193287908318,8,1.3063004316685558,24895479.83054161,0.0,连续5天上涨 / 20日新高
USPH,82.76,,,0.00988413933071719,0.0823960649646045,0.11551421233059855,2,0.5675877491492465,19891442.391967773,-0.0940807309409033,20日新高
GPN,94.83,,,0.07116235331103482,0.08142318611998367,0.17815883150544765,2,0.7622197824308778,289850844.74430084,0.0,20日新高
AVNT,46.12,,,0.017427687379638845,0.08135984248207717,0.21145256899371545,1,0.9408523032548144,35503378.07685852,0.0,20日新高
STX,921.37,,,0.049145388989736416,0.08021570072215334,0.23592537416567794,3,0.7944571054124538,4690921690.299377,-0.15722739752947468,20日新高
RDVT,73.74,,,0.07071286369927132,0.07996483863629145,0.11204947336350579,3,1.514797528903693,17218273.343429565,0.0,20日新高
FWONK,103.69,,,0.0007721439106593841,0.0795418963759067,0.03690002441406248,2,0.5868196615134019,206357583.14533234,-0.04283208078298306,20日新高
GIS,38.91,,,0.019119945950795803,0.0787357964129789,0.005426332825134272,6,0.7223188057736654,331983695.7024574,-0.19133431044241123,连续5天上涨 / 20日新高
CRM,201.37,,,0.04164073809219371,0.07817096166806325,0.16614549257755495,1,1.1979509664283179,2247718971.5358734,-0.23977520315026202,20日新高
PD,12.09,,,0.06426060897647656,0.07754009490674174,0.12465117698492012,1,1.0475781148949537,13969991.71933651,-0.2958648748476037,20日新高
LEU,191.82,,,0.03652874664868966,0.07745890377731945,0.3042768598042409,1,0.5150245239997947,117649651.89056396,-0.5600458547609661,20日新高
COAG,53.95,,,0.008788354987399272,0.07706130162892677,0.2453832212142255,3,0.37766686064729843,21307378.06400299,0.0,20日新高
MNDY,94.29,,,0.09703320841660279,0.07673862331988013,0.1930912611911626,1,1.1257460352503956,159481294.76226807,-0.5697467326416387,20日新高
BEP,35.23,,,0.023830273131660196,0.07638252474687279,0.10786164740464432,3,0.6901434878103313,37329545.21211624,-0.05014830419788452,20日新高
RHI,43.78,,,0.0536702667432849,0.07620448502618804,0.05927889764576055,1,0.5600084119028426,96277240.23395538,0.0,20日新高
BEPC,35.87,,,0.02485711233956467,0.07556223607383794,0.05252338628688036,3,0.8534310478211121,72258312.50246048,-0.17583741451260215,20日新高
SHOP,158.53,,,0.05398573844482302,0.07521701135550285,0.26763155184791665,1,0.6460925072416083,1561505108.824234,-0.11440699601137061,20日新高
PRCH,16.94,,,0.04826736967886913,0.07487311472326685,0.23244821208440314,2,0.801701438120316,27154111.149144173,-0.11029413237880425,20日新高
WSE,12.93,,,0.046963555124767575,0.0748130168064689,0.0023256346924547255,1,0.6498234302518734,14832872.946400642,-0.16038956977521157,20日新高
JBL,370.36,,,0.011470345333863596,0.0745349781616973,0.20614859733036295,3,0.8537819637819638,354058896.2989807,-0.03959759183129519,20日新高
NAVN,29.71,,,0.03231405057813941,0.07450269419034017,0.17477255867679942,2,0.6666348910255531,76510012.30624199,0.0,20日新高
GDYN,7.94,,,0.01925546804903333,0.07442492566598946,0.3832753264507065,3,0.5419824060498495,14017381.971869469,-0.21073561371451865,20日新高
NCNO,20.66,,,0.08736841302169007,0.07436299215894215,0.16132651962821387,2,1.4705217527862462,36425786.7835331,-0.3680024253493821,20日新高
FDX,339.35,,,0.03849807972823793,0.07433441399717955,0.06646760868985613,2,1.3452913180242265,480015246.5565491,0.0,20日新高
WAY,25.08,,,0.022004848738087723,0.07271175466046143,0.10533271632413821,1,0.7337453280061864,70850967.20906258,-0.38664709469144143,20日新高
FWONA,94.7,,,0.0005282136456132847,0.0723587313589118,0.03485952068127807,2,0.8370937023869984,14373434.827537537,-0.046612350724481444,20日新高
BXSL,25.01,,,0.024580105908248884,0.07155098823376749,0.062446867297479836,2,1.2031313201128717,39275808.063259125,-0.060174064045769526,20日新高
CIGI,105.79,,,0.0488796378677574,0.07139966785784857,0.03502594524138436,1,0.9030596228686921,23262739.88231659,-0.37345649446688545,20日新高
EQPT,21.41,,,0.035299783919907624,0.07103552238882882,0.21371885420676362,2,1.4996035797945824,62152606.11064911,-0.3817499512835746,20日新高
IMAX,53.26,,,0.037801999965807465,0.0709832859801014,0.36669224155010816,2,1.0777419318259134,80779125.93271255,0.0,20日新高
EXPE,328.31,,,0.008415978661223456,0.07091362401731449,0.2116995119665619,5,0.45474245895606547,496109381.5711975,0.0,连续5天上涨 / 20日新高
OMC,88.36,,,0.03332941647669019,0.07090047658055187,0.04978023681307575,1,0.53317209771951,259377835.72711945,0.0,20日新高
AGYS,115.2,,,0.07312527792921664,0.07083096288801016,0.04698716919297197,2,1.396437023402577,32429446.02935791,-0.18367346276777485,20日新高
NTAP,204.99,,,0.014550865612474873,0.07055572418566736,0.2836746343490062,2,1.3168031036828338,418109408.0960846,0.0,20日新高
PRGS,44.73,,,0.026388197862859286,0.06983970516706695,0.10855021644980711,2,0.9069366603768271,21620697.00855255,-0.04565819155998818,20日新高
ARES,149.45,,,0.04987699712189353,0.06925658138288049,0.1976119548985953,3,1.2405017252839095,296949537.0131302,-0.18630139785927102,20日新高
QLYS,195.88,,,0.04664713476377047,0.06892226402626189,0.22947524402376884,4,0.7779873338857872,130527511.59225464,0.0,20日新高
BATRK,53.16,,,0.0030188650455114097,0.0685427105007459,0.036661488160453004,2,1.5635939501711313,26497922.595443726,0.0,20日新高
KNTK,51.66,,,0.007999997022675398,0.06845918258017458,0.07655577741849373,1,0.840551374024854,50878532.8122139,0.0,20日新高
GLOB,40.99,,,0.05807950187185029,0.06800418284823495,0.2817386574484113,4,2.208391901556065,56692564.80182648,-0.47529441580491716,20日新高
MAN,59.09,,,0.05104942848752336,0.06776291994326344,0.1440464357582103,1,0.6338558403218643,81420196.89846039,0.0,20日新高
CPAY,425.24,,,0.0379808578323908,0.06769105036082346,0.1437024099045674,4,0.8184179799030095,226777067.72827148,0.0,20日新高
TER,410.52,,,0.019317671370973954,0.06659038527836336,0.2737201506733278,3,0.5005207639292358,1335421656.0598755,-0.15153771469735122,20日新高
TKO,199.68,,,0.023265313622695682,0.06615409169629038,0.08063640001578887,4,0.7676494981781584,198737594.7418213,-0.10532737296396477,20日新高
CMBT,16.96,,,0.01253725877448697,0.06599618146642139,0.08857504284495121,2,0.6878303438013842,12673371.517853737,0.0,20日新高
MICC,20.09,,,0.021352316963136442,0.06578247989517982,0.07548178931353822,2,0.5762051536225599,17988778.838644028,0.0,20日新高
TGT,155.51,,,0.009805159135298336,0.06543113698712921,0.11763507325680944,5,0.7568606614873354,516133841.06674194,0.0,连续5天上涨 / 20日新高
DUOL,144.1,,,0.07034094092877896,0.06488322719537343,0.0981558052354321,1,1.2280305448091728,169071984.68387604,-0.6096860555524236,20日新高
MZTI,117.42,,,0.013114724961647228,0.06464772140929553,0.06891215111493687,5,1.363612390623127,32161332.608718872,-0.36247559959829334,连续5天上涨 / 20日新高
ASX,39.64,,,0.009164985273403481,0.06416105744022649,0.0032903334254099637,6,0.4797399621678132,331506960.4445362,-0.1126160938496199,连续5天上涨
ADSK,257.96,,,0.03386636661566955,0.06388415126156399,0.1884271369967363,1,1.0135785376677318,501476084.7745514,-0.2106246069037392,20日新高
HLNE,107.19,,,0.03775778382525541,0.0632874222529789,0.2494463375393865,2,0.6846529876735701,71781501.78791046,-0.3095309308795131,20日新高
IOT,41.14,,,0.04575493721603707,0.062225661654964126,0.129289021274136,1,0.7386794715705693,204831946.80761337,-0.09022560196629836,20日新高
BILL,51.31,,,0.0535934408513965,0.06187917420014122,0.14967510968643327,1,1.8969973716710473,108405573.19875717,-0.08879417293659675,20日新高
NFLX,78.24,,,0.054305333903987174,0.06174508442961657,0.05232010046378721,1,0.890889471360843,3286338320.4925537,-0.38064516323854747,20日新高
BAM,55.86,,,0.024954139639478123,0.061371831211935124,0.13953488553067905,3,0.5673286014512867,125447632.38851547,-0.06734917965963516,20日新高
SNOW,337.38,,,0.015409603824423801,0.060943411581171336,0.2494630716607058,1,0.5277364566637899,1504514230.4615784,0.0,20日新高
NEU,947.71,,,0.014233633212803687,0.06093273205561811,0.2276195727420416,4,0.6169953917050691,113519858.81103516,0.0,20日新高
EFOR,33.45,,,0.02231049862475043,0.059550240300555224,0.7906852364274992,1,0.48461124745208106,28597975.867919922,-0.38341012418544784,20日新高
RGA,250.38,,,0.017474004469123727,0.05954046578469474,0.04364136993407386,3,0.9060405832287255,86833061.98120117,0.0,20日新高
SHC,19.02,,,0.006882004887013071,0.057842099110420264,0.04793393154373238,1,0.6275299668849709,54777924.86387253,-0.0170542592868409,20日新高
PEGA,33.49,,,0.06826160353930888,0.057467685436956684,0.01731480987927858,1,0.6120890139043578,108579066.02840424,-0.49633755973932936,20日新高
SLG,57.63,,,0.021084381119086393,0.05704329758325777,0.11383840739417184,3,0.8409467444600176,57616397.43440628,-0.08301177494886791,20日新高
AKAM,125.29,,,0.020443086505826713,0.05685362876647848,0.054540892939062946,2,0.8156653027228197,445270418.49983215,-0.2224773402625697,20日新高
APPF,203.97,,,0.03659092743766257,0.05683938456322868,0.16288488208887775,1,0.8638256948377376,84920594.42520142,-0.2879633899846389,20日新高
BRSL,11.69,,,0.03359850987339574,0.05600721794499797,0.06369425148713326,3,1.014853057982526,22020962.17997551,-0.32745222812514607,20日新高
MRK,135.55,,,0.019786374654246375,0.05593213529388841,0.062054422696681044,2,0.7895699425466326,1129219485.57312,0.0,20日新高
PSUS,40.18,,,0.02762153128393341,0.055701493835796256,0.04990853996774991,1,1.4535352991820922,13963370.642147064,-0.06514656274737729,20日新高
GILD,138.14,,,0.016707178582755278,0.05563196351323407,0.013499605991878827,3,0.6357455104847975,936364175.1908112,-0.10245485081137673,20日新高
ALKT,20.78,,,0.028203940029407626,0.05535805601947685,0.14553480627477766,3,0.748163597749884,24219554.510889053,-0.21673576521595783,20日新高
MRVL,222.18,,,0.02349360052380911,0.05528640524762052,0.17992559253815243,3,0.7939381893217837,4619261281.621323,-0.2976809967682533,20日新高
ECO,63.92,,,0.016539393816223047,0.05443746775331637,0.12833179959836927,2,1.44755915002819,30409713.071842194,0.0,20日新高
LDOS,142.61,,,0.01588542278083427,0.05433983736517267,0.31692676521072216,1,0.7962339533665183,204643811.81022644,-0.2794062814572478,20日新高
PIPR,78.42,,,0.03840044564071299,0.05403221183628748,0.009786176551608072,1,0.7304720491325593,42371397.01507568,-0.15231488892358136,20日新高
RCI,36.4,,,0.015625038250748347,0.053850624234216715,0.045977078272876115,4,0.48852609982191586,50369978.58230591,-0.09483587261014059,20日新高
OKTA,154.95,,,0.05193478437197552,0.05379491310719042,0.02711120456942373,1,0.9433084789379705,372072234.8564911,0.0,20日新高
OKE,92.64,,,0.001838414260853849,0.053565325464867586,0.008006181602675744,4,0.7280055784403611,347244383.5538101,-0.01570158350118611,20日新高
SAIC,126.66,,,0.0027710087109553694,0.05286783415637353,0.09871621272827635,2,0.7243369513921661,50363867.18299866,0.0,20日新高
MORN,206.89,,,0.047491292307680455,0.05250033922218922,0.18970676625096194,2,0.662294234249763,76415812.77877808,-0.21171217105989892,20日新高
SKY,96.31,,,0.025884111379086194,0.05233829863662076,0.11962335872000707,1,1.0052823570159988,58086047.7954483,-0.011799728469955695,20日新高
GEN,29.57,,,0.03247207838670274,0.05231314211382965,0.09477969064231884,1,0.9805997824752324,133199676.82896614,-0.04915505096336925,20日新高
PODD,146.44,,,0.009513338660129822,0.051256275902560544,-0.1094082043161505,6,0.740934274384046,266321209.94789124,-0.5849441658595133,连续5天上涨
BOX,33.64,,,0.03987638257724502,0.05124998092651367,0.10403676231474623,1,0.8791674772750142,92616932.35279083,0.0,20日新高
Q,142.59,,,0.0035894883182951975,0.051238550424032026,0.016829499267310366,2,0.8218726730719187,260434883.27201843,-0.18816900003761705,20日新高
WBD,27.75,,,0.0036166503742991463,0.05113637882487532,0.016855957091995943,7,1.0270787739925964,641972761.6366005,-0.07438290781474721,连续5天上涨 / 20日新高
MHK,139.12,,,0.016513184982881013,0.050596564271917055,0.21300891233533847,3,0.8482161631737576,124106054.79530334,-0.004508085029069742,20日新高
GEHC,73.79,,,0.020891009431823315,0.05054104726260156,0.16822293993542514,1,0.39737619853965184,369157531.9171715,-0.16178596957824287,20日新高
RGEN,167.49,,,0.010802707168914516,0.050489230610217595,0.12749917234809605,3,0.5507264761415923,198659531.33590698,-0.027690637209921598,20日新高
PAX,11.63,,,0.04680472311726347,0.050469474772110834,0.06277219784481436,1,1.3206783485826026,12912008.138628006,-0.3122157412072871,20日新高
LAZ,45.49,,,0.04478641988829257,0.05009238224675805,0.05896248427198514,3,0.5340686314707603,78125688.16732407,-0.18391500512853365,20日新高
CVCO,607.1,,,0.0145726304889362,0.050037175105779985,0.03690923109191302,3,0.6510733074766714,74553204.98199463,-0.12993010907882196,20日新高
WEX,199.01,,,0.04709037705571362,0.04996307669171984,0.21170231277859441,4,0.7063815713125218,154075125.5078888,0.0,20日新高
NSIT,156.6,,,0.012478230797301482,0.049668232058777795,0.353851548219001,2,0.6079875410247298,63721876.99558258,0.0,20日新高
TTEK,36.43,,,0.026197191695092492,0.048949058028982195,0.13737126736086291,3,0.9280581208270346,95575940.06851196,-0.1413747184602926,20日新高
BSX,51.69,,,0.005250884235284525,0.04847869019543083,0.15844912290600943,6,0.7658742054498769,951711786.5109062,-0.5220085174916604,连续5天上涨 / 20日新高
SHAK,73.64,,,0.010705445687109405,0.048405490166346654,0.24328887318556336,5,0.5176117903198795,137074104.22510147,-0.311453936503747,连续5天上涨
IMO,132.35,,,0.014487193717486857,0.04798483762813244,0.10503473167774757,4,0.9350368168959425,62071679.44774628,-0.038462966808049615,20日新高
MAIN,59.23,,,0.01230561000440411,0.047854895061240965,0.07143823716721864,1,0.7921412689619585,36819169.0363121,-0.05334027815968356,20日新高
CXM,7.03,,,0.04302677278015321,0.047690040214924956,0.22260873214058252,1,0.9402411268678154,18237438.59817505,-0.19657140459333144,20日新高
EXPD,187.05,,,0.013986023819493099,0.04754707442453965,0.027973159760840582,2,0.4967375755618107,230150512.56950378,0.0,20日新高
BLK,1182.84,,,0.01889029381688556,0.04740982438435726,0.08811914142817256,3,0.5310092719684025,779954851.1682129,-0.0005324401157010827,20日新高
TRIN,18.43,,,0.007654422232947322,0.04715908555206205,0.029608977538571946,2,0.883499149304716,20156890.509233475,0.0,20日新高
DHT,19.2,,,0.02564110401662978,0.04632154571114211,0.07623321741700084,2,0.9546373259255224,50396116.40177727,-0.038076069959563474,20日新高
FDS,287.18,,,0.03305875306394346,0.045888290187527936,0.09418578840780811,1,0.6386162727764748,238136995.6075287,-0.2465170592534106,20日新高
COLB,32.44,,,0.005891430285549948,0.04543982948315883,-0.034811126521736124,5,1.411825643477568,95847099.28934097,-0.034811126521736124,连续5天上涨
BANR,73.69,,,0.003677530362226955,0.04539657645927453,0.024950732583221447,5,0.9157123784093076,27662942.803001404,0.0,连续5天上涨 / 20日新高
CVX,197.7,,,0.0055950702470852764,0.04476035201574802,0.07527464533855444,1,0.7478510656178139,1504479393.9030457,-0.05512300898198785,20日新高
POET,8.91,,,0.004509578621094468,0.04454866662798307,0.16166880818563412,3,1.3531322529131546,101579577.52622843,-0.5668449207778051,20日新高
PAYX,125.4,,,0.041787809790838404,0.04386917833140136,0.10467028912356957,1,0.7671115754125059,368427157.5830078,-0.07021393006738563,20日新高
STEP,51.96,,,0.08024949548446103,0.04295462470407774,0.1603394484346281,2,0.7657301182160129,67534236.07646942,-0.3015926617863105,20日新高
LLYVA,104.18,,,0.014312152991980298,0.04242543286163514,0.06676219945295858,3,0.8606130903065452,14866978.164978027,0.0,20日新高
RITM,10.36,,,0.01270773414057258,0.04225353058593884,0.09862134903548436,1,0.5154548187894628,63052535.64716816,-0.09418358679300831,20日新高
DJCO,601.22,,,0.07937013727294118,0.042246677903442054,0.008792225252689967,1,1.80711021751051,31724625.327453613,-0.09552894872833628,20日新高
PTC,153.89,,,0.03986751589624693,0.04219149108105924,0.20830715022107626,1,0.6536567404611774,216205436.12674713,-0.2892901664563148,20日新高
CTSH,59.29,,,0.01872852471304398,0.04218670331565533,0.33056550916233585,1,0.6508173032093849,519276676.20386124,-0.30782112898440495,20日新高
ESNT,69.28,,,0.014645577297567325,0.041647820690077664,0.08930818304165489,2,0.8177654977245784,34822867.5982666,0.0,20日新高
MKC,54.45,,,0.027940334304879633,0.04150730746577436,0.02930055184029201,2,0.6610993599161057,159302704.39537048,-0.22633419933730425,20日新高
EFC,13.68,,,0.004405317189489555,0.041095886434084905,0.008256523100284907,3,0.50770919502331,16023380.16819477,0.0,20日新高
QTWO,66.22,,,0.05867309397932208,0.04103129359075686,0.258456909252758,1,0.6943327204103358,60776669.22700882,-0.21391259615423808,20日新高
VRTS,170.2,,,0.01581613756023481,0.04097857460698595,0.02240641376937269,6,0.6869718770438195,25051156.658172607,-0.1027691324113349,连续5天上涨 / 20日新高
CLH,320.24,,,0.011337427465936578,0.040956881374278886,0.031136242013419135,5,0.8797680348932232,158380658.7750244,-0.018692180461998054,连续5天上涨
HELE,30.0,,,0.004016092456621045,0.04094380005797493,0.04638995187187933,3,0.4951512024464216,11284259.329481125,0.0,20日新高
ACT,49.78,,,0.008100398998166947,0.040769326230217784,0.10868590395493194,2,0.6170426711357484,20109842.043304443,0.0,20日新高
CP,93.92,,,0.013269993474394504,0.04066479965590375,0.010870675568037225,3,0.5296300010027073,268376222.0506668,0.0,20日新高
THC,267.05,,,0.0009744714559019041,0.04056254890256117,0.3406124090571945,2,0.6003394734304176,306106437.22335815,0.0,20日新高
SBCF,35.93,,,0.010120905635091937,0.040544499721161475,0.04660641971401658,5,0.607309889195738,35426042.08263397,0.0,连续5天上涨 / 20日新高
COMP,13.35,,,0.04870391685218234,0.04053004371440916,0.05533603035956314,2,0.7368400715937617,146929285.1437044,-0.01693663796233369,20日新高
CMCSA,26.18,,,0.02787597216184534,0.04012714445055132,0.08630704941006351,1,0.5495804078597722,785977405.5218601,-0.17348292284854672,20日新高
LLYVK,107.87,,,0.012959009395210108,0.04011188601709481,0.06359696996732644,3,0.9466495091030407,32124833.380622864,-0.001203678272388653,20日新高
PHG,27.38,,,0.021641788814083185,0.039878436768060466,0.0032978469116888842,1,0.5780248744530263,35496178.10586929,-0.13561562842528374,20日新高
UMBF,150.88,,,0.009568470818139607,0.039619650014088625,0.0193217168477251,5,0.7430883483526325,91485798.60580444,0.0,连续5天上涨 / 20日新高
PWP,18.0,,,0.04347826086956519,0.039260988288526866,0.13278789245362743,2,0.5194776863381355,20928349.21751499,-0.2550197561561506,20日新高
VC,107.245,,,0.008036501192205003,0.039195793778642685,0.008984869910892757,5,0.5252626425409518,51195453.82324219,-0.15885205297344318,连续5天上涨 / 20日新高
HOPE,14.5,,,0.013986000461365,0.038681945585775646,0.04747254185676808,5,1.0013057780909287,15132932.902798653,0.0,连续5天上涨 / 20日新高
JBSS,86.69,,,0.024704539065972808,0.03857674821627377,0.01178807344342947,3,1.5372918393489563,10986753.034248352,-0.043156689829654815,20日新高
BLFS,35.23,,,0.007434895981052403,0.038314153414912955,0.16424320144620652,3,0.3802985650859018,48483951.86355591,0.0,20日新高
VLY,15.02,,,0.006028141376305918,0.038009687670019554,-0.011191515952322262,5,0.882667268716325,103095314.17556763,-0.011191515952322262,连续5天上涨
QURE,47.06,,,0.0427653503101586,0.03747797045998058,0.19563009765082118,2,0.7891869647033996,58963533.53876114,-0.33333327929313694,20日新高
AMBP,5.28,,,0.043478314133726714,0.03732810442527357,0.16814164426745215,2,1.2031241491438929,15642925.628020763,0.0,20日新高
C,138.73,,,0.008358728602842591,0.036690988899921395,0.05865406750260793,5,0.5999803096192312,1377486993.380661,-0.04279991329008437,连续5天上涨 / 20日新高
ICE,155.24,,,0.02583759740170044,0.03666113851862485,0.09509037463794545,5,0.42315265090293747,628726186.2322235,-0.1393454181972391,连续5天上涨
CAG,15.39,,,0.02874333583417843,0.036363632860700434,0.07572511656765935,3,0.5295739370559155,200149136.3329363,-0.20288461633451849,20日新高
SN,188.59,,,0.013216522809564868,0.03558286588227455,0.2568476674594864,1,0.7171795054592517,301345453.5121155,0.0,20日新高
ECPG,101.29,,,0.03887180426181902,0.03483861624230178,0.09716205860436133,2,0.995148506924986,34832136.33037567,0.0,20日新高
KMX,60.05,,,0.022824053372235253,0.03427485044264866,0.027022370161982723,2,0.6153852512373297,140477109.85578537,-0.03410003207855539,20日新高
DMC,30.62,,,0.016937901645425413,0.03419970710224551,0.0535798794102913,1,0.5790880076494683,11318574.049816132,-0.2698008266406251,20日新高
TREX,50.08,,,0.011104443071129344,0.03406982274378745,0.09321109648019443,1,0.9388759253211997,105640099.54378128,-0.22953843336838942,20日新高
BOBS,19.43,,,0.058855580449832745,0.03351069647243965,0.19202461439376628,1,0.6757698056157369,19897704.708304405,-0.13759433142437627,20日新高
CM,122.4,,,0.012406947734230789,0.03343464203685498,0.013748581178395725,2,0.5596445282109161,108256091.46030426,0.0,20日新高
PCTY,152.71,,,0.04832847280437935,0.03315072888307857,0.24104025133289642,2,1.2810543293614047,113136407.59151459,-0.1623607659542271,20日新高
KFRC,60.45,,,0.04747880301394791,0.032627260292807714,0.029637228846882913,1,1.2693478142026715,15880484.289302826,0.0,20日新高
HEI-A,272.49,,,0.0010286131592751602,0.032432833691277585,0.08891457901529964,2,0.8003979966013773,57785394.12879944,-0.012684567001416625,20日新高
SBUX,108.55,,,0.0005530941945783852,0.03223658493338277,0.0016609790589070528,3,0.6540657248905458,831856034.4655991,0.0,20日新高
UNM,92.7,,,0.009913890659531521,0.03217903872854411,0.04102595561955935,2,0.6781681711470423,133115441.40228271,0.0,20日新高
ASB,32.16,,,0.0009336687923937603,0.032092426344573655,0.012275712434027808,5,0.5642424895014536,57791588.47365379,0.0,连续5天上涨 / 20日新高
AMGN,417.84,,,0.003988667622959463,0.032085933156818625,0.12449542881026043,2,0.45371074460424404,1058691513.3291626,0.0,20日新高
FLS,81.15,,,0.0024707175438758444,0.03191762659856878,0.17065784597713973,3,0.5479320214669052,144188250.4153824,-0.11304610678976934,20日新高
CPB,23.28,,,0.030088508570704775,0.03191494848171739,0.027814617162281285,1,1.0526723067218968,120533906.04377747,-0.27245696051745616,20日新高
EMBJ,74.22,,,0.003515442664263846,0.03183652030879469,0.15302156367616626,2,0.8132316085787701,87824732.83916473,-0.06760631605561951,20日新高
NTB,63.82,,,0.004881142835519547,0.03168443364264495,0.044175405924801625,5,0.6814871061008733,10534783.865146637,0.0,连续5天上涨 / 20日新高
CRVL,64.42,,,0.026613516636578627,0.03154519426643376,0.03485940833647083,2,0.6000554923559279,11012693.626804352,-0.30462004972612744,20日新高
CG,51.41,,,0.06505074290181412,0.031500796348667315,0.11494251066808081,3,1.1096378246740368,178905031.48225784,-0.24336284577009182,20日新高
EWBC,135.96,,,0.006738272058836037,0.030937228389399385,0.004814163044391417,4,0.6757082907071424,94709629.33029175,0.0,20日新高
MRP,30.24,,,0.016129016752173708,0.03067483346454214,0.05182607899541436,2,0.5993919216139522,33375565.717802048,-0.05759760477333442,20日新高
ABT,111.27,,,0.003245811640704366,0.03065948116583317,0.12587265588922403,4,0.37826122127558587,1161176508.5688019,-0.1667261248189259,20日新高
NDAQ,97.59,,,0.02017554465707927,0.030517417980783668,0.03543762692722141,2,0.5566696360133413,338943798.6159134,-0.027033293107821987,20日新高
CBRE,151.89,,,0.030461368243456688,0.03011191952051906,0.057067275446571086,1,0.579492006992987,253639118.6025238,-0.11491172513586956,20日新高
FBNC,66.13,,,0.006391693422570066,0.030062311478483927,-0.0015099818578697688,5,0.5522957228269201,16798678.5449028,-0.0015099818578697688,连续5天上涨
DLB,62.37,,,0.015963504674697537,0.029771369496727207,0.2549243353723585,2,0.724393114149735,53034813.15170288,-0.15612744756480945,20日新高
CHYM,32.18,,,0.01835442774380991,0.029760009765624984,0.4673962543256718,1,1.5110708520179372,231086398.51748466,0.0,20日新高
TSM,430.49,,,0.0031224428683409577,0.029387799303218554,0.050641871661418314,3,0.5698966980855104,5827082576.695099,-0.09858244104069436,20日新高
EQH,52.8,,,0.017929445234750263,0.02923976651672855,0.07429301325495619,1,0.5672768551225256,151577371.1676979,-0.007729787011652278,20日新高
SKM,36.71,,,0.04736090965893336,0.02915618079377369,0.15585638601757323,3,0.5947567714953935,86814323.60917091,-0.2019565416418988,20日新高
ARCC,20.19,,,0.01610466438392777,0.029051970970582763,0.05101517419524981,1,1.1899675155421328,89357885.27441978,-0.018038235132595837,20日新高
STZ,136.35,,,0.017841141160535923,0.028901310802708746,0.01255794610997607,1,0.8128258230379204,239543048.59527588,-0.1721159852215881,20日新高
NVDA,225.3,,,0.005399646274448999,0.028814089229248996,0.08630670049203348,2,0.7490987202203961,25972291396.55777,-0.04317222621406436,20日新高
WES,48.29,,,0.0024912341943870153,0.028322015693872826,0.06911082942538727,4,1.033196792384005,38903246.05207443,0.0,20日新高
MFG,10.99,,,0.016651188206692646,0.028063629795213485,0.06492248993282135,2,0.8242455589689703,37856058.22644234,0.0,20日新高
SSB,110.91,,,0.0049837173678506375,0.027991512554876197,0.07070119487228177,1,0.7663291314365379,99470760.13931274,0.0,20日新高
PJT,178.86,,,0.0484788349258205,0.02787199733705581,0.06110585667383739,2,1.5848621217924166,70566208.70040894,-0.06253604432799542,20日新高
UI,583.0,,,0.00906949277521063,0.027819946602574808,0.0718488349715567,4,0.8106422878574777,46836306.8737793,-0.4617341499094989,20日新高
SSNC,82.04,,,0.023708529328043904,0.027555168819473508,0.16253367252804973,4,0.6442079946640571,155204708.85856628,-0.0795164347256131,20日新高
SF,85.68,,,0.008712006622321411,0.027461337477975967,0.08882955454187957,4,0.595363575271808,91758971.07868195,-0.02610982427872588,20日新高
FSUN,40.88,,,0.003929269219441034,0.027135724918532667,0.15774566633230003,2,2.1701942995928283,10672492.93680191,-0.01256039706758516,20日新高
